t,x,y,z
0.050, -10311.035, -2288.953, 904.739
0.050, -10305.024, -2288.149, 903.104
0.050, -10298.459, -2288.512, 900.491
0.050, -10291.421, -2290.014, 896.886
0.050, -10283.994, -2292.609, 892.317
0.050, -10276.262, -2296.258, 886.846
0.050, -10268.311, -2300.952, 880.553
0.050, -10260.223, -2306.722, 873.538
0.050, -10252.083, -2313.635, 865.923
0.050, -10244.010, -2321.732, 857.908
0.050, -10236.211, -2330.952, 849.816
0.050, -10228.939, -2341.156, 842.046
0.050, -10222.441, -2352.157, 834.999
0.050, -10216.903, -2363.733, 829.022
0.050, -10212.410, -2375.646, 824.366
0.050, -10208.935, -2387.665, 821.146
0.050, -10206.372, -2399.479, 819.344
0.050, -10204.532, -2410.847, 818.784
0.050, -10203.214, -2421.525, 819.031
0.050, -10202.231, -2431.302, 819.510
0.052, -10201.377, -2440.334, 819.934
0.051, -10200.552, -2448.029, 820.153
0.050, -10199.675, -2454.394, 820.061
0.050, -10198.723, -2459.563, 819.469
0.054, -10197.647, -2463.855, 818.092
0.050, -10196.652, -2466.803, 816.027
0.050, -10195.751, -2468.799, 813.156
0.050, -10195.043, -2469.935, 809.504
0.050, -10194.632, -2470.326, 805.168
0.050, -10194.626, -2470.113, 800.312
0.050, -10195.130, -2469.455, 795.164
0.050, -10196.232, -2468.527, 789.985
0.050, -10197.993, -2467.499, 785.047
0.050, -10200.444, -2466.514, 780.598
0.050, -10203.573, -2465.673, 776.826
0.050, -10207.325, -2465.029, 773.838
0.050, -10211.610, -2464.577, 771.650
0.050, -10216.318, -2464.260, 770.193
0.050, -10221.328, -2463.983, 769.328
0.050, -10226.525, -2463.630, 768.837
0.050, -10231.815, -2463.082, 768.416
0.060, -10237.772, -2462.112, 767.824
0.050, -10243.355, -2460.786, 767.075
0.056, -10249.131, -2458.886, 765.965
0.050, -10254.213, -2456.750, 764.651
0.050, -10259.263, -2454.199, 763.016
0.051, -10264.394, -2451.231, 761.069
0.050, -10269.535, -2447.981, 758.936
0.050, -10274.806, -2444.509, 756.702
0.050, -10280.249, -2440.940, 754.501
0.050, -10285.894, -2437.427, 752.472
0.050, -10291.743, -2434.143, 750.750
0.050, -10297.773, -2431.273, 749.447
0.050, -10303.932, -2428.986, 748.640
0.050, -10310.149, -2427.428, 748.361
0.050, -10316.336, -2426.701, 748.600
0.050, -10322.400, -2426.860, 749.231
0.050, -10328.252, -2427.916, 750.018
0.050, -10333.822, -2429.820, 750.829
0.050, -10339.064, -2432.482, 751.614
0.050, -10343.991, -2435.804, 752.373
0.050, -10348.536, -2439.599, 753.117
0.050, -10352.748, -2443.739, 753.884
0.050, -10356.651, -2448.075, 754.713
0.050, -10360.283, -2452.467, 755.641
0.050, -10363.658, -2456.761, 756.692
0.050, -10366.814, -2460.845, 757.891
0.050, -10369.774, -2464.617, 759.250
0.050, -10372.554, -2468.004, 760.775
0.050, -10375.161, -2470.961, 762.463
0.050, -10377.595, -2473.468, 764.305
0.050, -10379.847, -2475.541, 766.287
0.050, -10381.906, -2477.214, 768.391
0.050, -10383.758, -2478.540, 770.599
0.054, -10385.491, -2479.648, 773.058
0.050, -10386.863, -2480.476, 775.420
0.053, -10387.975, -2481.179, 777.832
0.050, -10388.851, -2481.857, 780.429
0.050, -10389.379, -2482.472, 782.875
0.050, -10389.611, -2483.096, 785.313
0.054, -10389.528, -2483.793, 787.924
0.055, -10389.099, -2484.518, 790.524
0.058, -10388.277, -2485.269, 793.212
0.054, -10387.177, -2485.900, 795.663
0.050, -10385.873, -2486.358, 797.860
0.053, -10384.188, -2486.627, 800.074
0.050, -10382.315, -2486.614, 802.044
0.050, -10380.149, -2486.270, 803.889
0.050, -10377.659, -2485.521, 805.610
0.050, -10374.871, -2484.308, 807.176
0.050, -10371.754, -2482.553, 808.599
0.050, -10368.264, -2480.158, 809.899
0.050, -10364.457, -2477.107, 811.065
0.050, -10360.296, -2473.322, 812.135
0.050, -10355.777, -2468.759, 813.141
0.050, -10350.853, -2463.335, 814.132
0.050, -10345.617, -2457.155, 815.132
0.050, -10340.027, -2450.202, 816.194
0.050, -10334.089, -2442.543, 817.365
0.050, -10327.823, -2434.255, 818.694
0.050, -10321.294, -2425.410, 820.242
0.050, -10314.576, -2416.107, 822.050
0.050, -10307.741, -2406.485, 824.129
0.050, -10300.853, -2396.707, 826.470
0.050, -10293.991, -2387.000, 829.034
0.050, -10287.203, -2377.567, 831.773
0.050, -10280.532, -2368.619, 834.626
0.058, -10274.012, -2360.360, 837.528
0.055, -10266.125, -2351.330, 841.108
0.071, -10258.833, -2344.194, 844.425
0.052, -10251.567, -2338.593, 847.663
0.050, -10245.669, -2335.308, 850.223
0.050, -10240.095, -2333.429, 852.562
0.050, -10234.644, -2332.860, 854.769
0.050, -10229.296, -2333.598, 856.861
0.050, -10224.027, -2335.631, 858.862
0.050, -10218.822, -2338.932, 860.797
0.050, -10213.658, -2343.470, 862.694
0.051, -10208.478, -2349.265, 864.597
0.051, -10203.336, -2356.209, 866.507
0.050, -10198.110, -2364.433, 868.492
0.050, -10192.987, -2373.581, 870.497
0.050, -10187.869, -2383.753, 872.576
0.050, -10182.763, -2394.873, 874.740
0.050, -10177.715, -2406.804, 877.025
0.050, -10172.955, -2419.153, 879.553
0.050, -10168.794, -2431.400, 882.373
0.050, -10165.546, -2442.998, 885.427
0.050, -10163.474, -2453.430, 888.582
0.050, -10162.758, -2462.283, 891.661
0.050, -10163.475, -2469.298, 894.496
0.050, -10165.595, -2474.399, 896.951
0.050, -10168.987, -2477.674, 898.953
0.050, -10173.428, -2479.320, 900.516
0.059, -10178.719, -2479.467, 901.642
0.050, -10184.833, -2478.637, 902.520
0.053, -10191.122, -2477.129, 903.052
0.050, -10196.954, -2475.451, 903.247
0.051, -10202.532, -2473.789, 903.113
0.051, -10207.946, -2472.265, 902.580
0.053, -10213.269, -2470.953, 901.526
0.060, -10218.729, -2469.719, 899.542
0.058, -10224.394, -2468.314, 896.070
0.054, -10227.845, -2467.309, 893.171
0.059, -10235.530, -2464.498, 884.492
0.051, -10241.096, -2462.050, 876.914
0.050, -10246.952, -2459.166, 868.069
0.050, -10253.267, -2455.822, 857.956
0.050, -10260.131, -2452.054, 846.754
0.050, -10267.642, -2447.920, 834.687
0.050, -10275.897, -2443.509, 822.012
0.050, -10284.976, -2438.937, 809.010
0.050, -10294.888, -2434.327, 795.997
0.050, -10305.528, -2429.743, 783.360
0.050, -10316.648, -2425.171, 771.549
0.050, -10327.867, -2420.540, 761.042
0.050, -10338.715, -2415.751, 752.279
0.050, -10348.713, -2410.723, 745.577
0.050, -10357.450, -2405.432, 741.056
0.050, -10364.646, -2399.937, 738.614
0.050, -10370.192, -2394.384, 737.938
0.050, -10374.163, -2388.973, 738.554
0.050, -10376.790, -2383.929, 739.867
0.050, -10378.446, -2379.424, 741.163
0.050, -10379.455, -2375.656, 741.982
0.050, -10380.037, -2372.845, 742.079
0.050, -10380.375, -2371.104, 741.215
0.050, -10380.587, -2370.502, 739.225
0.052, -10380.732, -2371.128, 735.886
0.050, -10380.799, -2372.934, 731.527
0.050, -10380.739, -2375.939, 726.188
0.050, -10380.445, -2380.178, 720.073
0.050, -10379.764, -2385.618, 713.562
0.050, -10378.499, -2392.258, 707.039
0.050, -10376.437, -2400.030, 700.984
0.050, -10373.367, -2408.838, 695.866
0.050, -10369.123, -2418.547, 692.101
0.050, -10363.603, -2429.003, 689.988
0.050, -10356.912, -2439.864, 689.641
0.050, -10349.264, -2450.770, 690.477
0.050, -10341.073, -2461.190, 691.970
0.050, -10332.881, -2470.518, 693.889
0.050, -10325.252, -2478.166, 696.122
0.050, -10318.673, -2483.659, 698.580
0.050, -10313.483, -2486.691, 701.176
0.050, -10309.830, -2487.162, 703.836
0.050, -10307.679, -2485.184, 706.518
0.050, -10306.830, -2481.063, 709.221
0.050, -10306.953, -2475.277, 711.990
0.050, -10307.638, -2468.437, 714.886
0.050, -10308.451, -2461.222, 717.962
0.050, -10308.997, -2454.296, 721.242
0.050, -10308.973, -2448.234, 724.720
0.050, -10308.199, -2443.464, 728.369
0.050, -10306.631, -2440.243, 732.153
0.050, -10304.349, -2438.638, 736.044
0.050, -10301.531, -2438.553, 740.028
0.050, -10298.422, -2439.747, 744.109
0.050, -10295.290, -2441.882, 748.300
0.050, -10292.390, -2444.568, 752.610
0.050, -10289.940, -2447.412, 757.037
0.050, -10288.097, -2450.061, 761.575
0.050, -10286.947, -2452.232, 766.202
0.050, -10286.449, -2453.798, 770.943
0.050, -10286.504, -2454.728, 775.789
0.050, -10287.012, -2455.045, 780.690
0.050, -10287.886, -2454.804, 785.582
0.050, -10289.060, -2454.071, 790.409
0.050, -10290.492, -2452.907, 795.124
0.050, -10292.154, -2451.362, 799.687
0.050, -10293.992, -2449.512, 804.100
0.050, -10295.901, -2447.473, 808.391
0.051, -10297.812, -2445.297, 812.626
0.050, -10299.597, -2443.086, 816.690
0.050, -10301.211, -2440.833, 820.605
0.050, -10302.625, -2438.505, 824.385
0.050, -10303.823, -2436.062, 828.031
0.050, -10304.810, -2433.463, 831.552
0.050, -10305.599, -2430.672, 834.964
0.050, -10306.202, -2427.674, 838.287
0.050, -10306.630, -2424.476, 841.543
0.050, -10306.879, -2421.118, 844.757
0.050, -10306.940, -2417.664, 847.955
0.050, -10306.804, -2414.260, 851.189
0.055, -10306.479, -2411.349, 854.248
0.064, -10305.554, -2407.469, 859.259
0.050, -10304.568, -2405.339, 862.907
0.050, -10303.209, -2403.711, 866.752
0.050, -10301.427, -2402.615, 870.766
0.050, -10299.183, -2402.073, 874.893
0.050, -10296.464, -2402.091, 879.062
0.050, -10293.284, -2402.651, 883.192
0.050, -10289.684, -2403.710, 887.199
0.050, -10285.743, -2405.195, 890.992
0.050, -10281.553, -2407.013, 894.494
0.050, -10277.230, -2409.054, 897.626
0.050, -10272.892, -2411.197, 900.320
0.050, -10268.660, -2413.325, 902.515
0.050, -10264.640, -2415.330, 904.162
0.050, -10260.915, -2417.122, 905.223
0.050, -10257.562, -2418.674, 905.701
0.050, -10254.633, -2420.033, 905.714
0.050, -10252.146, -2421.238, 905.224
0.050, -10250.105, -2422.347, 904.078
0.050, -10248.494, -2423.434, 902.152
0.050, -10247.277, -2424.578, 899.366
0.050, -10246.405, -2425.861, 895.687
0.050, -10245.828, -2427.350, 891.141
0.050, -10245.489, -2429.094, 885.782
0.050, -10245.340, -2431.093, 879.781
0.050, -10245.323, -2433.328, 873.303
0.050, -10245.388, -2435.740, 866.566
0.050, -10245.484, -2438.245, 859.810
0.050, -10245.567, -2440.742, 853.270
0.050, -10245.606, -2443.129, 847.146
0.050, -10245.580, -2445.327, 841.593
0.050, -10245.483, -2447.292, 836.701
0.050, -10245.319, -2449.023, 832.499
0.050, -10245.096, -2450.564, 828.961
0.050, -10244.822, -2452.000, 826.013
0.050, -10244.496, -2453.458, 823.548
0.050, -10244.127, -2455.044, 821.468
0.050, -10243.726, -2456.885, 819.599
0.050, -10243.317, -2459.046, 817.794
0.050, -10242.919, -2461.622, 815.862
0.050, -10242.560, -2464.605, 813.682
0.050, -10242.251, -2468.037, 811.104
0.050, -10242.000, -2471.932, 808.012
0.050, -10241.811, -2476.276, 804.342
0.050, -10241.682, -2481.067, 800.052
0.050, -10241.608, -2486.293, 795.150
0.050, -10241.584, -2491.934, 789.691
0.050, -10241.618, -2497.952, 783.792
0.050, -10241.738, -2504.284, 777.633
0.050, -10241.994, -2510.832, 771.457
0.050, -10242.459, -2517.473, 765.550
0.050, -10243.217, -2524.025, 760.244
0.050, -10244.355, -2530.301, 755.832
0.050, -10245.938, -2536.095, 752.558
0.050, -10248.008, -2541.191, 750.569
0.050, -10250.578, -2545.391, 749.893
0.050, -10253.634, -2548.527, 750.424
0.050, -10257.083, -2550.492, 751.704
0.050, -10260.815, -2551.233, 753.102
0.050, -10264.781, -2550.739, 754.223
0.050, -10269.035, -2549.041, 754.891
0.050, -10273.664, -2546.194, 755.056
0.050, -10278.771, -2542.260, 754.744
0.050, -10284.459, -2537.294, 754.024
0.050, -10290.803, -2531.360, 753.004
0.050, -10297.781, -2524.587, 751.843
0.050, -10305.315, -2517.115, 750.649
0.050, -10313.275, -2509.102, 749.555
0.050, -10321.496, -2500.719, 748.723
0.050, -10329.760, -2492.168, 748.334
0.050, -10337.866, -2483.622, 748.513
0.050, -10345.639, -2475.295, 749.277
0.050, -10352.939, -2467.415, 750.608
0.050, -10359.670, -2460.146, 752.451
0.050, -10365.779, -2453.583, 754.722
0.050, -10371.251, -2447.749, 757.334
0.050, -10376.104, -2442.602, 760.204
0.050, -10380.413, -2438.006, 763.291
0.050, -10384.152, -2433.901, 766.486
0.050, -10387.401, -2430.089, 769.772
0.050, -10390.184, -2426.417, 773.108
0.050, -10392.502, -2422.752, 776.454
0.050, -10394.330, -2418.995, 779.766
0.050, -10395.618, -2415.089, 782.993
0.050, -10396.298, -2411.022, 786.071
0.050, -10396.297, -2406.820, 788.935
0.050, -10395.542, -2402.547, 791.519
0.050, -10393.977, -2398.286, 793.764
0.050, -10391.561, -2394.137, 795.621
0.050, -10388.276, -2390.203, 797.056
0.050, -10384.127, -2386.582, 798.045
0.050, -10379.138, -2383.363, 798.578
0.050, -10373.356, -2380.620, 798.656
0.050, -10366.844, -2378.402, 798.300
0.056, -10359.687, -2376.723, 797.544
0.067, -10356.312, -2376.164, 797.075
0.050, -10345.413, -2375.260, 795.120
0.050, -10336.587, -2375.457, 793.140
0.050, -10327.318, -2376.421, 790.651
0.050, -10317.870, -2378.205, 787.773
0.050, -10308.555, -2380.953, 784.756
0.050, -10299.704, -2384.866, 781.943
0.050, -10291.614, -2390.158, 779.714
0.050, -10284.515, -2397.005, 778.431
0.050, -10278.537, -2405.498, 778.341
0.050, -10273.700, -2415.630, 779.171
0.050, -10269.918, -2427.250, 780.590
0.050, -10267.046, -2439.930, 782.460
0.050, -10264.861, -2453.083, 784.749
0.050, -10263.094, -2466.058, 787.461
0.050, -10261.483, -2478.151, 790.568
0.051, -10259.774, -2488.848, 794.062
0.050, -10257.854, -2497.362, 797.837
0.050, -10255.595, -2503.566, 801.888
0.051, -10252.945, -2507.399, 806.132
0.050, -10249.822, -2509.013, 810.604
0.050, -10246.440, -2508.683, 815.009
0.050, -10242.804, -2506.929, 819.421
0.050, -10239.020, -2504.299, 823.817
0.050, -10235.197, -2501.362, 828.183
0.050, -10231.437, -2498.651, 832.507
0.050, -10227.827, -2496.609, 836.773
0.050, -10224.420, -2495.537, 840.970
0.051, -10221.211, -2495.602, 845.144
0.050, -10218.386, -2496.717, 849.268
0.050, -10216.042, -2498.635, 853.460
0.050, -10214.274, -2501.038, 857.732
0.051, -10213.129, -2503.593, 862.110
0.050, -10212.665, -2505.859, 866.419
0.050, -10212.874, -2507.535, 870.646
0.050, -10213.751, -2508.346, 874.718
0.050, -10215.287, -2508.102, 878.571
0.050, -10217.466, -2506.699, 882.157
0.050, -10220.271, -2504.131, 885.451
0.050, -10223.683, -2500.479, 888.445
0.050, -10227.676, -2495.901, 891.143
0.050, -10232.215, -2490.624, 893.559
0.050, -10237.254, -2484.920, 895.703
0.050, -10242.733, -2479.092, 897.579
0.050, -10248.574, -2473.444, 899.184
0.050, -10254.694, -2468.257, 900.503
0.050, -10261.012, -2463.765, 901.514
0.050, -10267.428, -2460.152, 902.190
0.050, -10273.863, -2457.512, 902.512
0.050, -10280.155, -2455.937, 902.534
0.050, -10286.093, -2455.480, 902.304
0.050, -10291.511, -2456.092, 901.699
0.053, -10296.576, -2457.786, 900.429
0.050, -10300.603, -2460.134, 898.506
0.050, -10303.892, -2463.014, 895.744
0.050, -10306.445, -2466.213, 892.071
0.050, -10308.283, -2469.537, 887.456
0.050, -10309.437, -2472.804, 881.926
0.051, -10309.956, -2475.909, 875.423
0.050, -10309.877, -2478.602, 868.319
0.050, -10309.278, -2480.828, 860.682
0.050, -10308.234, -2482.498, 852.740
0.050, -10306.827, -2483.551, 844.750
0.050, -10305.147, -2483.957, 836.983
0.050, -10303.274, -2483.709, 829.658
0.050, -10301.317, -2482.826, 823.073
0.050, -10299.343, -2481.333, 817.333
0.050, -10297.408, -2479.261, 812.494
0.050, -10295.549, -2476.640, 808.519
0.050, -10293.782, -2473.505, 805.285
0.050, -10292.106, -2469.890, 802.604
0.050, -10290.507, -2465.835, 800.252
0.050, -10288.970, -2461.387, 798.002
0.050, -10287.479, -2456.600, 795.649
0.050, -10286.021, -2451.529, 793.032
0.050, -10284.593, -2446.231, 790.055
0.050, -10283.197, -2440.752, 786.684
0.050, -10281.844, -2435.124, 782.953
0.050, -10280.556, -2429.359, 778.951
0.050, -10279.364, -2423.446, 774.817
0.050, -10278.310, -2417.374, 770.734
0.050, -10277.438, -2411.107, 766.891
0.050, -10276.794, -2404.614, 763.481
0.050, -10276.418, -2397.872, 760.678
0.050, -10276.347, -2390.883, 758.618
0.050, -10276.609, -2383.650, 757.381
0.050, -10277.216, -2376.237, 756.990
0.050, -10278.161, -2368.688, 757.404
0.050, -10279.417, -2361.056, 758.527
0.050, -10280.938, -2353.390, 760.163
0.050, -10282.669, -2345.722, 762.060
0.050, -10284.556, -2338.086, 764.009
0.051, -10286.614, -2330.283, 765.895
0.050, -10288.701, -2322.814, 767.508
0.050, -10290.874, -2315.565, 768.810
0.050, -10293.129, -2308.650, 769.658
0.050, -10295.477, -2302.216, 769.946
0.050, -10297.937, -2296.444, 769.621
0.050, -10300.540, -2291.539, 768.690
0.050, -10303.324, -2287.722, 767.210
0.050, -10306.326, -2285.222, 765.284
0.050, -10309.568, -2284.259, 763.040
0.050, -10313.058, -2285.033, 760.622
0.050, -10316.781, -2287.710, 758.164
0.050, -10320.701, -2292.415, 755.782
0.050, -10324.761, -2299.217, 753.569
0.050, -10328.896, -2308.129, 751.585
0.050, -10333.020, -2319.064, 749.759
0.050, -10337.115, -2331.788, 748.031
0.050, -10341.164, -2346.043, 746.394
0.050, -10345.116, -2361.614, 744.848
0.050, -10348.884, -2378.312, 743.399
0.051, -10352.397, -2396.191, 742.043
0.050, -10355.443, -2414.521, 740.874
0.050, -10357.920, -2432.888, 739.992
0.050, -10359.658, -2450.547, 739.571
0.050, -10360.480, -2466.770, 739.805
0.050, -10360.239, -2480.968, 740.864
0.050, -10358.902, -2492.657, 742.673
0.050, -10356.551, -2501.517, 744.962
0.050, -10353.300, -2507.455, 747.489
0.050, -10349.286, -2510.595, 750.091
0.050, -10344.644, -2511.259, 752.712
0.050, -10339.570, -2509.932, 755.357
0.050, -10334.223, -2507.219, 758.107
0.050, -10328.779, -2503.771, 761.050
0.052, -10323.191, -2500.072, 764.388
0.050, -10318.040, -2496.962, 767.881
0.050, -10313.202, -2494.680, 771.632
0.050, -10308.721, -2493.444, 775.588
0.050, -10304.587, -2493.304, 779.677
0.050, -10300.737, -2494.167, 783.821
0.050, -10297.068, -2495.838, 787.946
0.050, -10293.454, -2498.062, 791.981
0.050, -10289.763, -2500.577, 795.863
0.050, -10285.873, -2503.149, 799.535
0.050, -10281.666, -2505.621, 802.977
0.050, -10277.224, -2507.776, 806.207
0.050, -10272.768, -2509.372, 809.311
0.050, -10268.536, -2510.225, 812.319
0.050, -10264.772, -2510.211, 815.228
0.050, -10261.677, -2509.268, 818.025
0.051, -10259.367, -2507.362, 820.734
0.050, -10257.944, -2504.598, 823.295
0.050, -10257.336, -2501.060, 825.765
0.050, -10257.425, -2496.884, 828.184
0.050, -10258.036, -2492.243, 830.603
0.050, -10258.968, -2487.383, 833.106
0.050, -10260.028, -2482.546, 835.756
0.050, -10261.042, -2477.925, 838.578
0.064, -10261.835, -2473.806, 841.487
0.068, -10262.550, -2468.545, 845.850
0.060, -10262.700, -2464.207, 850.074
0.082, -10262.475, -2459.804, 854.596
0.062, -10261.943, -2454.409, 859.674
0.068, -10261.622, -2450.176, 862.916
0.056, -10261.401, -2444.371, 866.523
0.053, -10261.422, -2437.838, 869.706
0.053, -10261.676, -2430.295, 872.639
0.050, -10262.117, -2422.077, 875.251
0.055, -10262.768, -2412.068, 877.868
0.050, -10263.469, -2402.037, 880.096
0.052, -10264.283, -2391.366, 882.289
0.050, -10265.198, -2381.159, 884.390
0.050, -10266.264, -2371.681, 886.432
0.051, -10267.542, -2363.247, 888.383
0.050, -10269.034, -2356.420, 890.105
0.050, -10270.753, -2351.408, 891.505
0.050, -10272.721, -2348.257, 892.518
0.050, -10274.934, -2346.940, 893.098
0.051, -10277.409, -2347.335, 893.234
0.051, -10280.103, -2349.240, 892.939
0.050, -10282.961, -2352.341, 892.253
0.050, -10285.935, -2356.332, 891.146
0.050, -10289.002, -2360.967, 889.548
0.050, -10292.121, -2366.014, 887.408
0.050, -10295.258, -2371.285, 884.688
0.050, -10298.406, -2376.678, 881.359
0.050, -10301.538, -2382.088, 877.448
0.050, -10304.653, -2387.485, 873.014
0.053, -10307.958, -2393.207, 867.846
0.050, -10311.142, -2398.725, 862.628
0.050, -10314.387, -2404.366, 857.322
0.050, -10317.729, -2410.234, 852.135
0.050, -10321.171, -2416.400, 847.313
0.051, -10324.795, -2423.117, 842.991
0.050, -10328.350, -2430.046, 839.602
0.050, -10331.861, -2437.363, 837.144
0.050, -10335.234, -2445.015, 835.642
0.050, -10338.369, -2452.902, 835.012
0.052, -10341.293, -2461.278, 835.084
0.050, -10343.657, -2469.177, 835.554
0.050, -10345.541, -2476.798, 836.083
0.050, -10346.918, -2483.987, 836.332
0.050, -10347.779, -2490.619, 835.990
0.053, -10348.124, -2496.970, 834.673
0.050, -10347.938, -2502.219, 832.382
0.050, -10347.266, -2506.771, 828.946
0.051, -10346.106, -2510.647, 824.331
0.050, -10344.434, -2513.887, 818.551
0.054, -10342.022, -2516.671, 811.172
0.051, -10339.179, -2518.656, 803.477
0.050, -10335.772, -2520.063, 795.402
0.050, -10331.727, -2520.955, 787.136
0.050, -10326.981, -2521.352, 778.928
0.050, -10321.593, -2521.255, 771.184
0.050, -10315.668, -2520.673, 764.216
0.050, -10309.254, -2519.604, 758.133
0.050, -10302.475, -2518.039, 753.010
0.051, -10295.273, -2515.904, 748.701
0.054, -10287.725, -2513.124, 745.091
0.050, -10280.777, -2510.042, 742.281
0.050, -10274.059, -2506.514, 739.761
0.050, -10267.674, -2502.575, 737.288
0.050, -10261.689, -2498.266, 734.651
0.050, -10256.142, -2493.628, 731.701
0.050, -10251.041, -2488.693, 728.356
0.050, -10246.379, -2483.493, 724.621
0.050, -10242.130, -2478.039, 720.580
0.050, -10238.259, -2472.334, 716.395
0.050, -10234.733, -2466.374, 712.302
0.050, -10231.523, -2460.137, 708.587
0.050, -10228.609, -2453.590, 705.562
0.050, -10225.991, -2446.697, 703.528
0.050, -10223.685, -2439.426, 702.734
0.050, -10221.728, -2431.756, 703.314
0.050, -10220.192, -2423.693, 704.896
0.050, -10219.148, -2415.276, 706.953
0.050, -10218.636, -2406.577, 709.222
0.050, -10218.668, -2397.675, 711.596
0.050, -10219.236, -2388.663, 714.043
0.050, -10220.314, -2379.636, 716.563
0.050, -10221.866, -2370.704, 719.159
0.050, -10223.845, -2361.990, 721.828
0.050, -10226.202, -2353.623, 724.558
0.050, -10228.871, -2345.664, 727.372
0.050, -10231.772, -2338.105, 730.320
0.050, -10234.832, -2330.947, 733.421
0.050, -10237.995, -2324.202, 736.671
0.050, -10241.221, -2317.898, 740.049
0.084, -10245.560, -2310.356, 744.649
0.050, -10250.041, -2303.745, 749.357
0.050, -10253.505, -2299.511, 752.862
0.050, -10257.098, -2296.054, 756.278
0.050, -10260.856, -2293.494, 759.543
0.050, -10264.822, -2291.952, 762.596
0.050, -10269.033, -2291.551, 765.380
0.050, -10273.532, -2292.408, 767.848
0.050, -10278.338, -2294.624, 769.959
0.050, -10283.480, -2298.287, 771.700
0.050, -10288.972, -2303.464, 773.077
0.050, -10294.829, -2310.216, 774.117
0.050, -10301.012, -2318.531, 774.868
0.050, -10307.506, -2328.418, 775.402
0.050, -10314.265, -2339.846, 775.811
0.050, -10321.226, -2352.751, 776.196
0.052, -10328.330, -2367.086, 776.664
0.052, -10335.969, -2383.869, 777.378
0.050, -10343.039, -2400.736, 778.363
0.051, -10350.010, -2418.830, 779.775
0.052, -10356.637, -2437.635, 781.735
0.051, -10362.489, -2455.879, 784.491
0.053, -10367.552, -2473.630, 788.438
0.052, -10371.197, -2488.790, 793.259
0.050, -10373.325, -2500.536, 798.465
0.050, -10374.149, -2509.301, 803.974
0.050, -10373.865, -2515.201, 809.635
0.050, -10372.730, -2518.483, 815.310
0.050, -10371.010, -2519.430, 820.888
0.050, -10368.975, -2518.423, 826.357
0.050, -10366.922, -2516.085, 831.911
0.050, -10365.138, -2513.159, 837.652
0.050, -10363.799, -2510.313, 843.708
0.051, -10362.977, -2508.097, 850.220
0.050, -10362.665, -2506.993, 856.974
0.051, -10362.724, -2507.216, 864.210
0.051, -10362.943, -2508.800, 871.564
0.051, -10363.064, -2511.575, 879.028
0.050, -10362.838, -2515.149, 886.368
0.050, -10362.055, -2519.158, 893.577
0.050, -10360.550, -2523.183, 900.569
0.050, -10358.256, -2526.746, 907.161
0.050, -10355.150, -2529.483, 913.296
0.050, -10351.277, -2531.114, 918.917
0.050, -10346.746, -2531.504, 924.017
0.050, -10341.665, -2530.576, 928.577
0.050, -10336.125, -2528.300, 932.577
0.050, -10330.191, -2524.704, 936.011
0.050, -10323.933, -2519.954, 938.949
0.050, -10317.432, -2514.318, 941.477
0.050, -10310.751, -2508.086, 943.666
0.050, -10303.951, -2501.551, 945.561
0.050, -10297.092, -2494.975, 947.190
0.050, -10290.249, -2488.546, 948.571
0.050, -10283.497, -2482.377, 949.702
0.050, -10276.890, -2476.531, 950.558
0.050, -10270.459, -2471.033, 951.103
0.050, -10264.213, -2465.882, 951.300
0.050, -10258.156, -2461.048, 951.096
0.050, -10252.318, -2456.432, 950.274
0.050, -10246.729, -2451.933, 948.590
0.050, -10241.401, -2447.490, 945.846
0.050, -10236.335, -2443.071, 941.895
0.050, -10231.522, -2438.672, 936.636
0.050, -10226.953, -2434.306, 930.016
0.050, -10222.616, -2430.005, 922.032
0.050, -10218.496, -2425.822, 912.730
0.050, -10214.573, -2421.833, 902.224
0.050, -10210.835, -2418.126, 890.724
0.050, -10207.266, -2414.757, 878.476
0.050, -10203.938, -2411.821, 866.081
0.050, -10200.882, -2409.320, 853.996
0.050, -10198.168, -2407.246, 842.780
0.050, -10195.879, -2405.565, 832.933
0.050, -10194.094, -2404.241, 824.808
0.050, -10192.874, -2403.239, 818.541
0.050, -10192.254, -2402.527, 814.026
0.050, -10192.235, -2402.078, 810.928
0.050, -10192.780, -2401.851, 808.750
0.050, -10193.813, -2401.791, 806.916
0.050, -10195.233, -2401.820, 804.861
0.050, -10196.921, -2401.835, 802.110
0.050, -10198.761, -2401.734, 798.304
0.050, -10200.668, -2401.451, 793.180
0.050, -10202.602, -2400.962, 786.527
0.050, -10204.529, -2400.262, 778.305
0.050, -10206.467, -2399.347, 768.466
0.050, -10208.450, -2398.210, 757.065
0.050, -10210.543, -2396.841, 744.238
0.050, -10212.843, -2395.239, 730.216
0.050, -10215.483, -2393.419, 715.339
0.050, -10218.627, -2391.427, 700.053
0.050, -10222.449, -2389.348, 684.883
0.050, -10227.106, -2387.291, 670.386
0.050, -10232.711, -2385.381, 657.089
0.050, -10239.293, -2383.717, 645.443
0.050, -10246.778, -2382.325, 635.795
0.050, -10254.990, -2381.159, 628.347
0.050, -10263.673, -2380.113, 623.137
0.050, -10272.522, -2379.054, 620.036
0.050, -10281.235, -2377.844, 618.774
0.050, -10289.542, -2376.366, 618.983
0.050, -10297.243, -2374.574, 620.009
0.050, -10304.214, -2372.445, 621.237
0.050, -10310.413, -2369.911, 622.441
0.050, -10315.874, -2366.894, 623.606
